12F	022003200
12F	022846201
12F	022846202
12F	022846203
12F	022864200
12F	024001201
12F	024001202
12F	024001203
12F	024001204
12F	024001205
12F	024030200
12F	024267200
12F	024267201
12F	024300200
12F	024306200
12F	024318200
12F	024324200
12F	024390200
12F	024408200
12F	024439200
12F	024456200
12F	024492200
12F	024504200
12F	024564200
12F	024582200
12F	024594200
12F	024600200
12F	024612200
12F	024660200
12F	024678200
12F	024690200
12F	024726200
12F	024810200
12F	024834200
12F	027016200
12F	027017200
12F	027863200
12F	027869200
12F	028390200
12F	039420200
12F	102048200
12F	102048201
12F	102048203
12F	102107200
12F	102107201
12F	102401200
12F	102445200
12F	104308200
12F	104324200
12F	104366200
12F	104597200
12F	104626200
12F	104704200
12F	104773200
12F	104773201
12F	104829200
12F	104846200
12F	105030200
12F	105420200
12F	105570200
12F	105672200
12F	105822200
12F	111106200
12F	111110200
12F	111160200
12F	111267200
12F	111390200
12F	111393200
12F	111423200
12F	111476200
12F	111481200
12F	111508200
12F	111515200
12F	111577200
12F	111591200
12F	111615200
12F	111619200
12F	111640200
12F	111649200
12F	111676200
12F	111680200
12F	111737200
12F	111791200
12F	111812200
12F	111857202
12F	111865200
12F	114030200
12F	118270200
12F	118281200
12F	118306200
12F	118323200
12F	118361200
12F	118534200
12F	118564200
12F	118566200
12F	118568200
12F	118587200
12F	118635200
12F	118727200
12F	118778200
12F	119089200
12F	121090200
12F	121121200
12F	121360200
12F	121372200
12F	121373200
12F	121433200
12F	121480200
12F	121552200
12F	121661200
12F	121694200
12F	121696200
12F	121733200
12F	121734200
12F	121735200
12F	121736200
12F	121786200
12F	122313200
12F	122852200
12F	123009200
12F	123009210
12F	123012200
12F	123048200
12F	123801200
12F	126004200
12F	126007200
12F	126010200
12F	126013200
12F	126300200
12F	126312200
12F	126320200
12F	126330200
12F	126390200
12F	126570200
12F	126816200
12F	128054200
12F	128287201
12F	128300200
12F	128305201
12F	128305202
12F	128305203
12F	128305204
12F	128305205
12F	128305206
12F	128305207
12F	128305208
12F	128336200
12F	128354200
12F	128355201
12F	128355202
12F	128355203
12F	128355204
12F	128420200
12F	128440200
12F	128474200
12F	128534100
12F	128588200
12F	128618200
12F	128678200
12F	133720200
12F	141027200
12F	141032200
12F	141063200
12F	141069200
12F	141073200
12F	141085200
12F	141307200
12F	141617141
12F	141633141
12F	141646141
12F	141726141
12F	141732141
12F	141738141
12F	142042200
12F	142042220
12F	142042240
12F	142042260
12F	142044200
12F	142045200
12F	142045220
12F	142088200
12F	142091200
12F	142117200
12F	142119200
12F	142140200
12F	142140220
12F	142140240
12F	142142200
12F	142143200
12F	142185200
12F	142187200
12F	142189200
12F	142290201
12F	142290202
12F	142290203
12F	142291201
12F	142350200
12F	142350210
12F	142381200
12F	142410200
12F	142422200
12F	142455200
12F	142465200
12F	142534200
12F	142576200
12F	142637200
12F	142637220
12F	142637240
12F	142638200
12F	142639200
12F	142640200
12F	142641200
12F	142650200
12F	142669200
12F	142725200
12F	142756200
12F	142853200
12F	144029200
12F	144267100
12F	144302200
12F	144333200
12F	144335200
12F	144444200
12F	144481200
12F	144535200
12F	144564200
12F	144582200
12F	144666200
12F	144685200
12F	144696200
12F	144710200
12F	144743200
12F	144774200
12F	144810200
12F	144816200
12F	144829200
12F	144829202
12F	144846200
12F	144846202
12F	145306200
12F	145320200
12F	145321200
12F	145321201
12F	145330200
12F	145354200
12F	145708200
12F	145780200
12F	145810200
12F	148012200
12F	148055200
12F	148076200
12F	148511200
12F	148522200
12F	148552200
12F	148782200
12F	148840200
12F	149005200
12F	149061200
12F	149376200
12F	150011200
12F	150011210
12F	150011220
12F	150060200
12F	150330200
12F	150380200
12F	152003200
12F	152009200
12F	152018201
12F	152018202
12F	152018204
12F	152018205
12F	152018206
12F	152019201
12F	152019202
12F	152019204
12F	152019205
12F	152019206
12F	152301200
12F	152588200
12F	152666200
12F	152720200
12F	152846200
12F	152846202
12F	157050200
12F	157050210
12F	157166200
12F	173008200
12F	178006200
12F	178007200
12F	178017200
12F	178048200
12F	178055200
12F	178090200
12F	178153200
12F	178320200
12F	178342200
12F	178376200
12F	178600200
12F	178600201
12F	178842200
12F	180004200
12F	180008200
12F	180052200
12F	180052220
12F	180123200
12F	180123220
12F	180267200
12F	180318200
12F	180328200
12F	180328201
12F	180331200
12F	180335200
12F	180335201
12F	180341200
12F	180341210
12F	180342200
12F	180342210
12F	180346200
12F	180364200
12F	180374200
12F	180418200
12F	180428200
12F	180480200
12F	180480201
12F	180481200
12F	180534200
12F	180673200
12F	180684200
12F	180685200
12F	180720200
12F	180799200
12F	180799201
12F	180800200
12F	180800210
12F	180805202
12F	180805203
12F	180828200
12F	183256200
12F	183277200
12F	183277202
12F	183282200
12F	183324200
12F	183348201
12F	183432201
12F	183449201
12F	183462200
12F	183474200
12F	183480200
12F	183498201
12F	183522201
12F	183570200
12F	183793201
12F	183793202
12F	183793203
12F	183816201
12F	183822201
12F	183867201
12F	184030200
12F	184366200
12F	184674200
12F	184696200
12F	184780200
12F	184809200
12F	194006201
12F	194006202
12F	194006203
12F	194006204
12F	194006205
12F	194006206
12F	194036201
12F	194036202
12F	194036203
12F	194036204
12F	194036205
12F	194036206
12F	194036207
12F	194036208
12F	194036209
12F	194036211
12F	194036213
12F	194036214
12F	194036215
12F	194036216
12F	194036223
12F	194099201
12F	194099202
12F	194099203
12F	194099205
12F	194099206
12F	194099207
12F	194099208
12F	194099209
12F	194099210
12F	194099213
12F	194099214
12F	194099215
12F	194099216
12F	194099219
12F	194099220
12F	194099221
12F	194099222
12F	194099223
12F	194099226
12F	194099230
12F	194099231
12F	194099232
12F	194099233
12F	194099234
12F	194099235
12F	194099236
12F	194099237
12F	194099240
12F	194099241
12F	194099242
12F	194099243
12F	194099244
12F	194099245
12F	194099246
12F	194099247
12F	194099249
12F	194099250
12F	194481201
12F	194481202
12F	196030200
12F	196031200
12F	196032200
12F	196113201
12F	196113202
12F	196113203
12F	196113205
12F	196113206
12F	196113207
12F	196113208
12F	196113210
12F	196113211
12F	196113212
12F	196113213
12F	196113214
12F	196120200
12F	196120201
12F	196227200
12F	196234200
12F	196267200
12F	196274200
12F	196326200
12F	196333200
12F	196355200
12F	196382200
12F	196386200
12F	196394200
12F	196396200
12F	196417200
12F	196418200
12F	196423200
12F	196472200
12F	196475200
12F	196475201
12F	196504200
12F	196511200
12F	196518200
12F	196518201
12F	196522200
12F	196522201
12F	196528200
12F	196540200
12F	196546200
12F	196598200
12F	196601200
12F	196602200
12F	196607200
12F	196610200
12F	196631200
12F	196672200
12F	196685200
12F	196697200
12F	196703200
12F	196708200
12F	196721200
12F	196722200
12F	196738200
12F	196762200
12F	196773200
12F	196783200
12F	196794200
12F	196798201
12F	196805200
12F	196811201
12F	196811202
12F	196811204
12F	196811205
12F	196841200
12F	196841201
12F	196843200
12F	196843201
12F	196844200
12F	197085200
12F	197085202
12F	197092201
12F	197092202
12F	197092203
12F	197092204
12F	197093201
12F	197093202
12F	197093203
12F	197093205
12F	197093206
12F	197093207
12F	197095201
12F	197095202
12F	197106201
12F	197119200
12F	197126200
12F	207006200
12F	207021200
12F	207065200
12F	207077200
12F	207086200
12F	207337200
12F	207345200
12F	207371200
12F	207525200
12F	207556200
12F	207593200
12F	207599200
12F	207648200
12F	207665200
12F	207676200
12F	207708200
12F	207750200
12F	208021200
12F	208062201
12F	208075201
12F	208170200
12F	208339200
12F	208349200
12F	208432201
12F	208474200
12F	208517201
12F	208582200
12F	208690201
12F	208750200
12F	208756200
12F	208829201
12F	208829202
12F	208829203
12F	215005201
12F	215005202
12F	215005203
12F	215005204
12F	215005205
12F	215015200
12F	215020201
12F	215020202
12F	215170200
12F	215390200
12F	215534200
12F	215540200
12F	215613200
12F	215696200
12F	215822200
12F	216340200
12F	218003200
12F	218042200
12F	218149200
12F	218152200
12F	218493200
12F	218550200
12F	218551200
12F	218563200
12F	218826204
12F	221004200
12F	221009200
12F	221018200
12F	221043200
12F	221052200
12F	221060200
12F	221067200
12F	221087200
12F	221276200
12F	221289201
12F	221289202
12F	221289203
12F	221289204
12F	221289205
12F	221293201
12F	221293202
12F	221293203
12F	221294201
12F	221294204
12F	221294205
12F	221294206
12F	221295201
12F	221295202
12F	221308200
12F	221314200
